Date,Teams_elo,From,To,Team_Full_Name
19-11-2018,1450,19-11-2018,19-11-2018,Martinique
19-11-2018,1519,19-11-2018,19-11-2018,Macedonia
19-11-2018,1138,19-11-2018,19-11-2018,Liechtenstein
19-11-2018,1669,19-11-2018,19-11-2018,Iceland
19-11-2018,1938,19-11-2018,19-11-2018,Germany
19-11-2018,1546,19-11-2018,19-11-2018,Georgia
19-11-2018,1729,19-11-2018,19-11-2018,Czech Republic
19-11-2018,1414,19-11-2018,19-11-2018,Cyprus
19-11-2018,1334,19-11-2018,19-11-2018,Curaçao
19-11-2018,1629,19-11-2018,19-11-2018,Bulgaria
19-11-2018,1537,19-11-2018,19-11-2018,Oman
19-11-2018,1898,19-11-2018,19-11-2018,Denmark
19-11-2018,1678,19-11-2018,19-11-2018,Norway
19-11-2018,1298,19-11-2018,19-11-2018,Latvia
19-11-2018,1330,19-11-2018,19-11-2018,Kazakhstan
19-11-2018,1400,19-11-2018,19-11-2018,Bahrain
19-11-2018,1748,19-11-2018,19-11-2018,Slovakia
19-11-2018,1561,19-11-2018,19-11-2018,Slovenia
19-11-2018,1985,19-11-2018,19-11-2018,Netherlands
19-11-2018,1203,19-11-2018,19-11-2018,Guadeloupe
19-11-2018,1536,19-11-2018,19-11-2018,Qatar
19-11-2018,1448,19-11-2018,19-11-2018,Armenia
19-11-2018,1103,19-11-2018,19-11-2018,Gibraltar
19-11-2018,1171,19-11-2018,19-11-2018,Antigua and Barbuda
19-11-2018,1704,19-11-2018,19-11-2018,Rep. of Ireland
20-11-2018,1655,20-11-2018,20-11-2018,Bolivia
20-11-2018,1725,20-11-2018,20-11-2018,Australia
20-11-2018,1915,20-11-2018,20-11-2018,Argentina
20-11-2018,794,20-11-2018,20-11-2018,Cambodia
20-11-2018,2136,20-11-2018,20-11-2018,Brazil
20-11-2018,1752,20-11-2018,20-11-2018,Poland
20-11-2018,1526,20-11-2018,20-11-2018,China PR
20-11-2018,1044,20-11-2018,20-11-2018,Dominica
20-11-2018,1454,20-11-2018,20-11-2018,El Salvador
20-11-2018,2094,20-11-2018,20-11-2018,France
20-11-2018,1515,20-11-2018,20-11-2018,Albania
20-11-2018,1851,20-11-2018,20-11-2018,Chile
20-11-2018,1756,20-11-2018,20-11-2018,Venezuela
20-11-2018,1591,20-11-2018,20-11-2018,Honduras
20-11-2018,1923,20-11-2018,20-11-2018,Uruguay
20-11-2018,1512,20-11-2018,20-11-2018,Haiti
20-11-2018,816,20-11-2018,20-11-2018,Sint Maarten
20-11-2018,1383,20-11-2018,20-11-2018,Palestine
20-11-2018,1321,20-11-2018,20-11-2018,French Guiana
20-11-2018,693,20-11-2018,20-11-2018,Laos
20-11-2018,1599,20-11-2018,20-11-2018,Cameroon
20-11-2018,1565,20-11-2018,20-11-2018,Iran
20-11-2018,1460,20-11-2018,20-11-2018,Lebanon
20-11-2018,1787,20-11-2018,20-11-2018,Mexico
20-11-2018,1760,20-11-2018,20-11-2018,Wales
20-11-2018,1184,20-11-2018,20-11-2018,Guyana
20-11-2018,1724,20-11-2018,20-11-2018,Costa Rica
20-11-2018,1827,20-11-2018,20-11-2018,Iran
20-11-2018,1731,20-11-2018,20-11-2018,Japan
20-11-2018,1575,20-11-2018,20-11-2018,Saudi Arabia
20-11-2018,1403,20-11-2018,20-11-2018,Azerbaijan
20-11-2018,1596,20-11-2018,20-11-2018,Syria
20-11-2018,1255,20-11-2018,20-11-2018,Faroe Islands
20-11-2018,1753,20-11-2018,20-11-2018,Romania
20-11-2018,1292,20-11-2018,20-11-2018,Vietnam
20-11-2018,1476,20-11-2018,20-11-2018,Uganda
20-11-2018,1190,20-11-2018,20-11-2018,Yemen
20-11-2018,1730,20-11-2018,20-11-2018,Morocco
20-11-2018,1753,20-11-2018,20-11-2018,Russia
20-11-2018,1590,20-11-2018,20-11-2018,Uzbekistan
20-11-2018,1725,20-11-2018,20-11-2018,Paraguay
20-11-2018,1338,20-11-2018,20-11-2018,Lithuania
20-11-2018,1561,20-11-2018,20-11-2018,Israel
20-11-2018,1262,20-11-2018,20-11-2018,Kyrgyzstan
20-11-2018,1889,20-11-2018,20-11-2018,Italy
20-11-2018,1772,20-11-2018,20-11-2018,Ecuadors
20-11-2018,1743,20-11-2018,20-11-2018,United States
20-11-2018,1691,20-11-2018,20-11-2018,Turkey
20-11-2018,1467,20-11-2018,20-11-2018,Jordan
20-11-2018,1495,20-11-2018,20-11-2018,Kosovo
20-11-2018,1411,20-11-2018,20-11-2018,Kuwait
20-11-2018,1178,20-11-2018,20-11-2018,Malta
20-11-2018,1589,20-11-2018,20-11-2018,Montenegro
20-11-2018,1083,20-11-2018,20-11-2018,Myanmar
20-11-2018,1713,20-11-2018,20-11-2018,Nigeria
20-11-2018,1568,20-11-2018,20-11-2018,Panama
20-11-2018,1855,20-11-2018,20-11-2018,Peru
20-11-2018,1722,20-11-2018,20-11-2018,Scotland
20-11-2018,1959,20-11-2018,20-11-2018,Portugal
20-11-2018,1550,20-11-2018,20-11-2018,South Africa
20-11-2018,1783,20-11-2018,20-11-2018,Korea Republic
20-11-2018,1851,20-11-2018,20-11-2018,Sweden
20-11-2018,1808,20-11-2018,20-11-2018,Serbia
20-11-2018,1650,20-11-2018,20-11-2018,Tunisia
20-11-2018,1505,20-11-2018,20-11-2018,UAE
20-11-2018,1773,20-11-2018,20-11-2018,Ukraine
21-11-2018,644,21-11-2018,23-11-2018,East Timor
21-11-2018,1086,21-11-2018,23-11-2018,Singapore
21-11-2018,1403,21-11-2018,23-11-2018,Thailand
21-11-2018,1204,21-11-2018,23-11-2018,Philippines
24-11-2018,1101,24-11-2018,24-11-2018,Malaysia
24-11-2018,1294,24-11-2018,24-11-2018,Vietnam
24-11-2018,1057,24-11-2018,24-11-2018,Myanmar
24-11-2018,792,24-11-2018,24-11-2018,Cambodia
25-11-2018,1199,25-11-2018,30-11-2018,Indonesia
25-11-2018,1409,25-11-2018,30-11-2018,Thailand
25-11-2018,1210,25-11-2018,30-11-2018,Philippines
25-11-2018,1080,25-11-2018,30-11-2018,Singapore
01-12-2018,1112,01-12-2018,01-12-2018,Malaysia
01-12-2018,1398,01-12-2018,01-12-2018,Thailand
02-12-2018,1315,02-12-2018,04-12-2018,Vietnam
02-12-2018,1189,02-12-2018,04-12-2018,Philippines
05-12-2018,1128,05-12-2018,05-12-2018,Malaysia
05-12-2018,1382,05-12-2018,05-12-2018,Thailand
06-12-2018,1180,06-12-2018,10-12-2018,Philippines
06-12-2018,1324,06-12-2018,10-12-2018,Vietnam
11-12-2018,1319,11-12-2018,12-12-2018,Vietnam
11-12-2018,1133,11-12-2018,12-12-2018,Malaysia
13-12-2018,1539,13-12-2018,14-12-2018,Oman
13-12-2018,1218,13-12-2018,14-12-2018,Tajikistan
15-12-2018,1127,15-12-2018,15-12-2018,Malaysia
15-12-2018,1325,15-12-2018,15-12-2018,Vietnam
16-12-2018,1216,16-12-2018,19-12-2018,Tajikistan
16-12-2018,936,16-12-2018,19-12-2018,Pakistan
16-12-2018,1385,16-12-2018,19-12-2018,Palestine
16-12-2018,1541,16-12-2018,19-12-2018,Oman
20-12-2018,1452,20-12-2018,22-12-2018,Jordan
20-12-2018,1277,20-12-2018,22-12-2018,Kyrgyzstan
20-12-2018,1209,20-12-2018,22-12-2018,Tajikistan
20-12-2018,1407,20-12-2018,22-12-2018,Bahrain
23-12-2018,1444,23-12-2018,23-12-2018,Jordan
23-12-2018,1544,23-12-2018,23-12-2018,Qatar
24-12-2018,1517,24-12-2018,24-12-2018,China PR
24-12-2018,1394,24-12-2018,24-12-2018,Palestine
24-12-2018,1574,24-12-2018,24-12-2018,Iran
24-12-2018,1818,24-12-2018,24-12-2018,Iran
25-12-2018,1444,25-12-2018,26-12-2018,North Korea
25-12-2018,1326,25-12-2018,26-12-2018,Vietnam
25-12-2018,1249,25-12-2018,26-12-2018,Turkmenistan
25-12-2018,1546,25-12-2018,26-12-2018,Qatar
25-12-2018,1275,25-12-2018,26-12-2018,Kyrgyzstan
25-12-2018,1146,25-12-2018,26-12-2018,Afghanistan
27-12-2018,1451,27-12-2018,27-12-2018,Lebanon
27-12-2018,1219,27-12-2018,27-12-2018,India
27-12-2018,1416,27-12-2018,27-12-2018,Bahrain
27-12-2018,1533,27-12-2018,27-12-2018,Qatar
27-12-2018,1534,27-12-2018,27-12-2018,Oman
27-12-2018,1544,27-12-2018,27-12-2018,Algeria
28-12-2018,1246,28-12-2018,28-12-2018,Turkmenistan
28-12-2018,1446,28-12-2018,28-12-2018,Jordan
28-12-2018,1389,28-12-2018,28-12-2018,Palestine
28-12-2018,1434,28-12-2018,28-12-2018,Kuwait
28-12-2018,1482,28-12-2018,28-12-2018,UAE
28-12-2018,1579,28-12-2018,28-12-2018,Iran
28-12-2018,1515,28-12-2018,28-12-2018,China PR
28-12-2018,1149,28-12-2018,28-12-2018,Afghanistan
29-12-2018,1431,29-12-2018,29-12-2018,Bahrain
29-12-2018,1429,29-12-2018,29-12-2018,North Korea
30-12-2018,1598,30-12-2018,30-12-2018,Syria
30-12-2018,1735,30-12-2018,30-12-2018,Australia
30-12-2018,1524,30-12-2018,30-12-2018,Oman
30-12-2018,1188,30-12-2018,30-12-2018,Yemen
31-12-2018,1335,31-12-2018,01-01-2019,Vietnam
31-12-2018,1580,31-12-2018,01-01-2019,Saudi Arabia
31-12-2018,1528,31-12-2018,01-01-2019,Qatar
31-12-2018,1288,31-12-2018,01-01-2019,Kyrgyzstan
31-12-2018,1171,31-12-2018,01-01-2019,Philippines
31-12-2018,1376,31-12-2018,01-01-2019,Palestine
31-12-2018,1823,31-12-2018,01-01-2019,Iran
31-12-2018,1778,31-12-2018,01-01-2019,Korea Republic
02-01-2019,1533,02-01-2019,04-01-2019,Oman
02-01-2019,1373,02-01-2019,04-01-2019,Thailand
05-01-2019,1472,05-01-2019,05-01-2019,United Arab Emirates
05-01-2019,1441,05-01-2019,05-01-2019,Bahrain
06-01-2019,1488,06-01-2019,06-01-2019,Jordan
06-01-2019,1281,06-01-2019,06-01-2019,India
06-01-2019,1311,06-01-2019,06-01-2019,Thailand
06-01-2019,1693,06-01-2019,06-01-2019,Australia
06-01-2019,1584,06-01-2019,06-01-2019,Syria
06-01-2019,1390,06-01-2019,06-01-2019,Palestine
07-01-2019,1185,07-01-2019,07-01-2019,Yemen
07-01-2019,1277,07-01-2019,07-01-2019,Kyrgyzstan
07-01-2019,1779,07-01-2019,07-01-2019,Korea Republic
07-01-2019,1826,07-01-2019,07-01-2019,Iran
07-01-2019,1526,07-01-2019,07-01-2019,China PR
07-01-2019,1170,07-01-2019,07-01-2019,Philippines
08-01-2019,1835,08-01-2019,08-01-2019,Sweden
08-01-2019,1325,08-01-2019,08-01-2019,Vietnam
08-01-2019,1401,08-01-2019,08-01-2019,North Korea
08-01-2019,1608,08-01-2019,08-01-2019,Saudi Arabia
08-01-2019,1637,08-01-2019,08-01-2019,Finland
08-01-2019,1589,08-01-2019,08-01-2019,Iraq
09-01-2019,1512,09-01-2019,09-01-2019,Oman
09-01-2019,1243,09-01-2019,09-01-2019,Turkmenistan
09-01-2019,1611,09-01-2019,09-01-2019,Uzbekistan
09-01-2019,1734,09-01-2019,09-01-2019,Japan
09-01-2019,1422,09-01-2019,09-01-2019,Lebanon
09-01-2019,1557,09-01-2019,09-01-2019,Qatar
10-01-2019,1484,10-01-2019,10-01-2019,United Arab Emirates
10-01-2019,1269,10-01-2019,10-01-2019,India
10-01-2019,1407,10-01-2019,10-01-2019,Bahrain
10-01-2019,1345,10-01-2019,10-01-2019,Thailand
10-01-2019,1536,10-01-2019,10-01-2019,Jordan
10-01-2019,1536,10-01-2019,10-01-2019,Syria
11-01-2019,1782,11-01-2019,11-01-2019,Korea Republic
11-01-2019,1673,11-01-2019,11-01-2019,Iceland
11-01-2019,1274,11-01-2019,11-01-2019,Kyrgyzstan
11-01-2019,1831,11-01-2019,11-01-2019,Sweden
11-01-2019,1160,11-01-2019,11-01-2019,Philippines
11-01-2019,1623,11-01-2019,11-01-2019,Finland
11-01-2019,1536,11-01-2019,11-01-2019,China PR
11-01-2019,1483,11-01-2019,11-01-2019,Estonia
11-01-2019,1706,11-01-2019,11-01-2019,Australia
11-01-2019,1377,11-01-2019,11-01-2019,Palestine
12-01-2019,1627,12-01-2019,12-01-2019,Saudi Arabia
12-01-2019,1597,12-01-2019,12-01-2019,Iraq
12-01-2019,1830,12-01-2019,12-01-2019,Iran
12-01-2019,1321,12-01-2019,12-01-2019,Vietnam
12-01-2019,1177,12-01-2019,12-01-2019,Yemen
12-01-2019,1403,12-01-2019,12-01-2019,Lebanon
13-01-2019,1621,13-01-2019,13-01-2019,Uzbekistan
13-01-2019,1588,13-01-2019,13-01-2019,Qatar
13-01-2019,1745,13-01-2019,13-01-2019,Japan
13-01-2019,1370,13-01-2019,13-01-2019,North Korea
13-01-2019,1233,13-01-2019,13-01-2019,Turkmenistan
13-01-2019,1501,13-01-2019,13-01-2019,Oman
14-01-2019,1360,14-01-2019,14-01-2019,Thailand
14-01-2019,1423,14-01-2019,14-01-2019,Bahrain
14-01-2019,1253,14-01-2019,14-01-2019,India
14-01-2019,1469,14-01-2019,14-01-2019,United Arab Emirates
15-01-2019,1720,15-01-2019,15-01-2019,Australia
15-01-2019,1388,15-01-2019,15-01-2019,Palestine
15-01-2019,1525,15-01-2019,15-01-2019,Jordan
15-01-2019,1522,15-01-2019,15-01-2019,Syria
15-01-2019,1488,15-01-2019,15-01-2019,Estonia
15-01-2019,1668,15-01-2019,15-01-2019,Iceland
16-01-2019,1815,16-01-2019,16-01-2019,Iran
16-01-2019,1154,16-01-2019,16-01-2019,Yemen
16-01-2019,1797,16-01-2019,16-01-2019,Korea Republic
16-01-2019,1612,16-01-2019,16-01-2019,Iraq
16-01-2019,1134,16-01-2019,16-01-2019,Philippines
16-01-2019,1344,16-01-2019,16-01-2019,Vietnam
16-01-2019,1521,16-01-2019,16-01-2019,China PR
16-01-2019,1300,16-01-2019,16-01-2019,Kyrgyzstan
17-01-2019,1514,17-01-2019,19-01-2019,Oman
17-01-2019,1220,17-01-2019,19-01-2019,Turkmenistan
17-01-2019,1585,17-01-2019,19-01-2019,Saudi Arabia
17-01-2019,1330,17-01-2019,19-01-2019,North Korea
17-01-2019,1761,17-01-2019,19-01-2019,Japan
17-01-2019,1443,17-01-2019,19-01-2019,Lebanon
17-01-2019,1630,17-01-2019,19-01-2019,Qatar
17-01-2019,1605,17-01-2019,19-01-2019,Uzbekistan
20-01-2019,1513,20-01-2019,20-01-2019,Jordan
20-01-2019,1346,20-01-2019,20-01-2019,Thailand
20-01-2019,1503,20-01-2019,20-01-2019,Oman
20-01-2019,1356,20-01-2019,20-01-2019,Vietnam
20-01-2019,1535,20-01-2019,20-01-2019,China PR
20-01-2019,1826,20-01-2019,20-01-2019,Iran
21-01-2019,1291,21-01-2019,21-01-2019,Kyrgyzstan
21-01-2019,1712,21-01-2019,21-01-2019,Australia
21-01-2019,1774,21-01-2019,21-01-2019,Japan
21-01-2019,1478,21-01-2019,21-01-2019,United Arab Emirates
21-01-2019,1613,21-01-2019,21-01-2019,Uzbekistan
21-01-2019,1572,21-01-2019,21-01-2019,Saudi Arabia
22-01-2019,1654,22-01-2019,23-01-2019,Qatar
22-01-2019,1588,22-01-2019,23-01-2019,Iraq
22-01-2019,1418,22-01-2019,23-01-2019,Bahrain
22-01-2019,1802,22-01-2019,23-01-2019,Korea Republic
24-01-2019,1840,24-01-2019,24-01-2019,Iran
24-01-2019,1352,24-01-2019,24-01-2019,Vietnam
24-01-2019,1521,24-01-2019,24-01-2019,China PR
24-01-2019,1778,24-01-2019,24-01-2019,Japan
25-01-2019,1678,25-01-2019,26-01-2019,Australia
25-01-2019,1512,25-01-2019,26-01-2019,United Arab Emirates
25-01-2019,1767,25-01-2019,26-01-2019,Korea Republic
25-01-2019,1689,25-01-2019,26-01-2019,Qatar
27-01-2019,1749,27-01-2019,27-01-2019,United States
27-01-2019,1562,27-01-2019,27-01-2019,Panama
28-01-2019,1829,28-01-2019,28-01-2019,Japan
28-01-2019,1789,28-01-2019,28-01-2019,Iran
29-01-2019,1475,29-01-2019,31-01-2019,United Arab Emirates
29-01-2019,1726,29-01-2019,31-01-2019,Qatar
01-02-2019,1774,01-02-2019,01-02-2019,Qatar
01-02-2019,1781,01-02-2019,01-02-2019,Japan
02-02-2019,1759,02-02-2019,15-02-2019,United States
02-02-2019,1714,02-02-2019,15-02-2019,Costa Rica
16-02-2019,1271,16-02-2019,20-02-2019,Dominican Republic
16-02-2019,1197,16-02-2019,20-02-2019,Guadeloupe
21-02-2019,1340,21-02-2019,22-02-2019,Kazakhstan
21-02-2019,1315,21-02-2019,22-02-2019,Moldova
23-02-2019,705,23-02-2019,24-02-2019,Saint Barthélemy
23-02-2019,810,23-02-2019,24-02-2019,Sint Maarten
25-02-2019,1333,25-02-2019,26-02-2019,Cuba
25-02-2019,1189,25-02-2019,26-02-2019,Bermuda
27-02-2019,1341,27-02-2019,27-02-2019,Cuba
27-02-2019,1181,27-02-2019,27-02-2019,Bermuda
28-02-2019,1088,28-02-2019,01-03-2019,Grenada
28-02-2019,1099,28-02-2019,01-03-2019,Saint Vincent and the Grenadines
28-02-2019,1113,28-02-2019,01-03-2019,Barbados
28-02-2019,1122,28-02-2019,01-03-2019,Saint Lucia
02-03-2019,1071,02-03-2019,02-03-2019,Grenada
02-03-2019,1110,02-03-2019,02-03-2019,Saint Lucia
02-03-2019,1111,02-03-2019,02-03-2019,Saint Vincent and the Grenadines
02-03-2019,1061,02-03-2019,02-03-2019,Dominica
03-03-2019,1289,03-03-2019,03-03-2019,Nicaragua
03-03-2019,1646,03-03-2019,03-03-2019,Bolivia
04-03-2019,1108,04-03-2019,05-03-2019,Saint Lucia
04-03-2019,1073,04-03-2019,05-03-2019,Grenada
04-03-2019,1111,04-03-2019,05-03-2019,Barbados
04-03-2019,1063,04-03-2019,05-03-2019,Dominica
06-03-2019,1054,06-03-2019,07-03-2019,Dominica
06-03-2019,1133,06-03-2019,07-03-2019,Barbados
06-03-2019,1471,06-03-2019,07-03-2019,El Salvador
06-03-2019,1120,06-03-2019,07-03-2019,Saint Vincent and the Grenadines
06-03-2019,1477,06-03-2019,07-03-2019,Guatemala
06-03-2019,1086,06-03-2019,07-03-2019,Saint Lucia
08-03-2019,1150,08-03-2019,08-03-2019,Barbados
08-03-2019,1037,08-03-2019,08-03-2019,Dominica
08-03-2019,1079,08-03-2019,08-03-2019,Grenada
08-03-2019,1114,08-03-2019,08-03-2019,Saint Vincent and the Grenadines
09-03-2019,779,09-03-2019,09-03-2019,Cambodia
09-03-2019,804,09-03-2019,09-03-2019,Bangladesh
10-03-2019,815,10-03-2019,15-03-2019,Saint Martin
10-03-2019,1206,10-03-2019,15-03-2019,Eswatini
10-03-2019,600,10-03-2019,15-03-2019,Anguilla
10-03-2019,1295,10-03-2019,15-03-2019,Mozambique
16-03-2019,1176,16-03-2019,16-03-2019,Guyana
16-03-2019,768,16-03-2019,16-03-2019,Turks and Caicos Islands
16-03-2019,867,16-03-2019,16-03-2019,Bahamas
16-03-2019,1266,16-03-2019,16-03-2019,Suriname
17-03-2019,805,17-03-2019,17-03-2019,Saint Martin
17-03-2019,715,17-03-2019,17-03-2019,Saint Barthélemy
18-03-2019,1229,18-03-2019,18-03-2019,Fiji
18-03-2019,1196,18-03-2019,18-03-2019,Vanuatu
18-03-2019,1217,18-03-2019,18-03-2019,Solomon Islands
18-03-2019,1201,18-03-2019,18-03-2019,New Caledonia
19-03-2019,1052,19-03-2019,19-03-2019,Myanmar
19-03-2019,979,19-03-2019,19-03-2019,Taiwan
20-03-2019,1932,20-03-2019,20-03-2019,Germany
20-03-2019,1431,20-03-2019,20-03-2019,Trin & Tobago
20-03-2019,1510,20-03-2019,20-03-2019,Oman
20-03-2019,1101,20-03-2019,20-03-2019,Singapore
20-03-2019,1142,20-03-2019,20-03-2019,Afghanistan
20-03-2019,1514,20-03-2019,20-03-2019,Syria
20-03-2019,1596,20-03-2019,20-03-2019,Iraq
20-03-2019,1762,20-03-2019,20-03-2019,Wales
20-03-2019,1814,20-03-2019,20-03-2019,Serbia
20-03-2019,1106,20-03-2019,20-03-2019,Malaysia
21-03-2019,1398,21-03-2019,21-03-2019,Kazakhstan
21-03-2019,1416,21-03-2019,21-03-2019,Cyprus
21-03-2019,1502,21-03-2019,21-03-2019,Kosovo
21-03-2019,1496,21-03-2019,21-03-2019,China PR
21-03-2019,1476,21-03-2019,21-03-2019,Estonia
21-03-2019,2041,21-03-2019,21-03-2019,Belgium
21-03-2019,1926,21-03-2019,21-03-2019,Croatia
21-03-2019,1738,21-03-2019,21-03-2019,Austria
21-03-2019,652,21-03-2019,21-03-2019,British Virgin Islands
21-03-2019,1599,21-03-2019,21-03-2019,Hungary
21-03-2019,966,21-03-2019,21-03-2019,Bonaire
21-03-2019,1891,21-03-2019,21-03-2019,Denmark
21-03-2019,1562,21-03-2019,21-03-2019,Saudi Arabia
21-03-2019,1555,21-03-2019,21-03-2019,Israel
21-03-2019,1102,21-03-2019,21-03-2019,Mauritius
21-03-2019,1290,21-03-2019,21-03-2019,Latvia
21-03-2019,1171,21-03-2019,21-03-2019,New Caledonia
21-03-2019,1535,21-03-2019,21-03-2019,Belarus
21-03-2019,1567,21-03-2019,21-03-2019,Slovenia
21-03-2019,1122,21-03-2019,21-03-2019,Saint Vincent and the Grenadines
21-03-2019,1778,21-03-2019,21-03-2019,Poland
21-03-2019,1485,21-03-2019,21-03-2019,United Arab Emirates
21-03-2019,761,21-03-2019,21-03-2019,Turks and Caicos Islands
21-03-2019,1760,21-03-2019,21-03-2019,Slovakia
21-03-2019,1767,21-03-2019,21-03-2019,United States
21-03-2019,1634,21-03-2019,21-03-2019,Northern Ireland
21-03-2019,1371,21-03-2019,21-03-2019,Thailand
21-03-2019,1747,21-03-2019,21-03-2019,Russia
21-03-2019,1402,21-03-2019,21-03-2019,Azerbaijan
21-03-2019,889,21-03-2019,21-03-2019,Nepal
21-03-2019,1764,21-03-2019,21-03-2019,Ecuadors
21-03-2019,834,21-03-2019,21-03-2019,San Marino
21-03-2019,1527,21-03-2019,21-03-2019,North Macedonia
21-03-2019,1664,21-03-2019,21-03-2019,Scotland
21-03-2019,1424,21-03-2019,21-03-2019,Kuwait
21-03-2019,1988,21-03-2019,21-03-2019,Netherlands
22-03-2019,1314,22-03-2019,22-03-2019,Moldova
22-03-2019,1713,22-03-2019,22-03-2019,Nigeria
22-03-2019,1861,22-03-2019,22-03-2019,Peru
22-03-2019,1945,22-03-2019,22-03-2019,Portugal
22-03-2019,1771,22-03-2019,22-03-2019,Korea Republic
22-03-2019,1098,22-03-2019,22-03-2019,Saint Lucia
22-03-2019,1894,22-03-2019,22-03-2019,Argentina
22-03-2019,1236,22-03-2019,22-03-2019,Sudan
22-03-2019,1605,22-03-2019,22-03-2019,Uzbekistan
22-03-2019,1203,22-03-2019,22-03-2019,Eswatini
22-03-2019,1338,22-03-2019,22-03-2019,Equatorial Guinea
22-03-2019,919,22-03-2019,22-03-2019,Aruba
22-03-2019,1653,22-03-2019,22-03-2019,Tunisia
22-03-2019,1787,22-03-2019,22-03-2019,Ukraine
22-03-2019,969,22-03-2019,22-03-2019,Seychelles
22-03-2019,1931,22-03-2019,22-03-2019,Uruguay
22-03-2019,1491,22-03-2019,22-03-2019,Albania
22-03-2019,1529,22-03-2019,22-03-2019,Algeria
22-03-2019,1777,22-03-2019,22-03-2019,Venezuela
22-03-2019,1078,22-03-2019,22-03-2019,Andorra
22-03-2019,567,22-03-2019,22-03-2019,Anguilla
22-03-2019,1350,22-03-2019,22-03-2019,Angola
22-03-2019,1289,22-03-2019,22-03-2019,Botswana
22-03-2019,1833,22-03-2019,22-03-2019,Chile
22-03-2019,1714,22-03-2019,22-03-2019,Morocco
22-03-2019,1621,22-03-2019,22-03-2019,Bulgaria
22-03-2019,748,22-03-2019,22-03-2019,US Virgin Islands
22-03-2019,1324,22-03-2019,22-03-2019,Lithuania
22-03-2019,1969,22-03-2019,22-03-2019,Colombia
22-03-2019,1534,22-03-2019,22-03-2019,Burkina Faso
22-03-2019,1700,22-03-2019,22-03-2019,Costa Rica
22-03-2019,1719,22-03-2019,22-03-2019,Czech Republic
22-03-2019,911,22-03-2019,22-03-2019,Cayman Islands
22-03-2019,1671,22-03-2019,22-03-2019,Iceland
22-03-2019,766,22-03-2019,22-03-2019,Montserrat
22-03-2019,1350,22-03-2019,22-03-2019,Mauritania
22-03-2019,1970,22-03-2019,22-03-2019,England
22-03-2019,2095,22-03-2019,22-03-2019,France
22-03-2019,1597,22-03-2019,22-03-2019,Montenegro
22-03-2019,1719,22-03-2019,22-03-2019,Paraguay
22-03-2019,1491,22-03-2019,22-03-2019,Guatemala
22-03-2019,1642,22-03-2019,22-03-2019,Bolivia
22-03-2019,1321,22-03-2019,22-03-2019,Gambia
22-03-2019,1773,22-03-2019,22-03-2019,Japan
22-03-2019,1361,22-03-2019,22-03-2019,Luxembourg
22-03-2019,1715,22-03-2019,22-03-2019,Turkey
22-03-2019,1269,22-03-2019,22-03-2019,Malawi
22-03-2019,1805,22-03-2019,22-03-2019,Mexico
23-03-2019,1383,23-03-2019,23-03-2019,Kenya
23-03-2019,1932,23-03-2019,23-03-2019,Switzerland
23-03-2019,1540,23-03-2019,23-03-2019,Jamaica
23-03-2019,854,23-03-2019,23-03-2019,Bahamas
23-03-2019,1087,23-03-2019,23-03-2019,Comoros
23-03-2019,1409,23-03-2019,23-03-2019,Gabon
23-03-2019,1571,23-03-2019,23-03-2019,Panama
23-03-2019,1445,23-03-2019,23-03-2019,Armenia
23-03-2019,1310,23-03-2019,23-03-2019,Curaçao
23-03-2019,1498,23-03-2019,23-03-2019,Oman
23-03-2019,1323,23-03-2019,23-03-2019,Niger
23-03-2019,1197,23-03-2019,23-03-2019,Malta
23-03-2019,1533,23-03-2019,23-03-2019,Mali
23-03-2019,1118,23-03-2019,23-03-2019,Malaysia
23-03-2019,1132,23-03-2019,23-03-2019,Liechtenstein
23-03-2019,1610,23-03-2019,23-03-2019,Ivory coast
23-03-2019,1896,23-03-2019,23-03-2019,Italy
23-03-2019,1189,23-03-2019,23-03-2019,Guyana
23-03-2019,1306,23-03-2019,23-03-2019,Guinea-Bissau
23-03-2019,1185,23-03-2019,23-03-2019,Guadeloupe
23-03-2019,1101,23-03-2019,23-03-2019,Gibraltar
23-03-2019,1631,23-03-2019,23-03-2019,Ghana
23-03-2019,1536,23-03-2019,23-03-2019,Georgia
23-03-2019,1501,23-03-2019,23-03-2019,El Salvador
23-03-2019,1050,23-03-2019,23-03-2019,Dominica
23-03-2019,1601,23-03-2019,23-03-2019,Cameroon
23-03-2019,1361,23-03-2019,23-03-2019,Burundi
23-03-2019,2127,23-03-2019,23-03-2019,Brazil
23-03-2019,1798,23-03-2019,23-03-2019,Bosnia and Herzegovina
23-03-2019,1195,23-03-2019,23-03-2019,Antigua and Barbuda
23-03-2019,2014,23-03-2019,23-03-2019,Spain
23-03-2019,830,23-03-2019,23-03-2019,Sint Maarten
23-03-2019,1706,23-03-2019,23-03-2019,Rep. of Ireland
23-03-2019,1462,23-03-2019,23-03-2019,Martinique
23-03-2019,1286,23-03-2019,23-03-2019,Suriname
23-03-2019,1529,23-03-2019,23-03-2019,Syria
23-03-2019,1302,23-03-2019,23-03-2019,Mozambique
23-03-2019,1143,23-03-2019,23-03-2019,Belize
23-03-2019,1616,23-03-2019,23-03-2019,Finland
23-03-2019,1263,23-03-2019,23-03-2019,Rwanda
23-03-2019,1619,23-03-2019,23-03-2019,Greece
23-03-2019,1130,23-03-2019,23-03-2019,Afghanistan
